Learner SignUp DateTime,Opportunity Name,Opportunity Category,Opportunity End Date,Gender,Country,Institution Name,Current/Intended Major,Status Description,Opportunity Start Date,Age,Engagement Duration,Month of SignUp,Day of Week of SignUp,Day of Month of SignUp,Year of Signup,Year of Birth,Season
2/12/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Other,Team Allocated,8/1/2024,20,95,December,Saturday,2,2023,2004,Winter
9/7/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Science,Team Allocated,8/1/2024,23,95,July,Sunday,9,2023,2001,Summer
9/8/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Computer Science,Rejected,9/8/2023,22,0,August,Wednesday,9,2023,2002,Summer
11/7/2023,Health Care Management,Internship,12/4/2024,Female,Nigeria,University Of Benin,Other,Team Allocated,8/1/2024,22,95,July,Tuesday,11,2023,2002,Summer
15/12/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,8/1/2024,23,95,December,Friday,15,2023,2001,Winter
5/1/2024,Health Care Management,Internship,12/4/2024,Female,India,Saint Louis University,Cyber Security,Rejected,5/1/2024,22,0,January,Friday,5,2024,2002,Winter
29/2/2024,Health Care Management,Internship,12/4/2024,Male,Pakistan,Saint Louis University,Supply Chain Management,Rejected,29/2/2024,26,0,February,Thursday,29,2024,1998,Winter
9/2/2024,Health Care Management,Internship,12/4/2024,Male,Ghana,Saint Louis University,Applied Financial Economics,Rejected,9/2/2024,30,0,February,Friday,9,2024,1995,Winter
30/1/2024,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,30/1/2024,27,0,January,Tuesday,30,2024,1997,Winter
28/10/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Computer Science And Information Systems,Team Allocated,8/1/2024,22,95,October,Saturday,28,2023,2002,Fall
13/9/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Computer Science And Engineering,Team Allocated,8/1/2024,21,95,September,Wednesday,13,2023,2003,Fall
3/1/2024,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Artificial Intelligence,Rejected,3/1/2024,24,0,January,Wednesday,3,2024,2000,Winter
5/10/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Science,Team Allocated,8/1/2024,23,95,October,Thursday,5,2023,2001,Fall
20/8/2023,Health Care Management,Internship,12/4/2024,Male,India,Saint Louis University,Public Health,Team Allocated,8/1/2024,23,95,August,Sunday,20,2023,2001,Summer
21/2/2024,Health Care Management,Internship,12/4/2024,Male,India,Saint Louis University,Information Systems,Rejected,21/2/2024,24,0,February,Wednesday,21,2024,2000,Winter
22/8/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,8/1/2024,25,95,August,Tuesday,22,2023,1999,Summer
14/2/2024,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,14/2/2024,23,0,February,Wednesday,14,2024,2001,Winter
23/10/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,23/10/2023,24,0,October,Monday,23,2023,2000,Fall
7/9/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Science,Team Allocated,8/1/2024,25,95,September,Thursday,7,2023,1999,Fall
3/8/2023,Health Care Management,Internship,12/4/2024,Male,United States,Other,Information Systems,Rejected,3/8/2023,24,0,August,Thursday,3,2023,2000,Summer
23/2/2024,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Science,Rejected,23/2/2024,24,0,February,Friday,23,2024,2000,Winter
15/8/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Biotechnology,Team Allocated,8/1/2024,23,95,August,Tuesday,15,2023,2001,Summer
22/2/2024,Health Care Management,Internship,12/4/2024,Female,Rwanda,Mount Kenya University,Management,Rejected,22/2/2024,24,0,February,Thursday,22,2024,2000,Winter
21/8/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Other,Team Allocated,8/1/2024,23,95,August,Monday,21,2023,2001,Summer
6/12/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,8/1/2024,25,95,December,Wednesday,6,2023,1999,Winter
2/9/2023,Health Care Management,Internship,12/4/2024,Female,Nigeria,Federal University Of Technology Owerri,Biological Sciences,Team Allocated,8/1/2024,28,95,September,Saturday,2,2023,1996,Fall
26/1/2024,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Information Systems,Rejected,26/1/2024,27,0,January,Friday,26,2024,1997,Winter
3/6/2023,Health Care Management,Internship,12/4/2024,Male,India,Other,Business Analytics,Team Allocated,8/1/2024,24,95,June,Saturday,3,2023,2000,Summer
14/8/2023,Health Care Management,Internship,12/4/2024,Male,British Indian Ocean Territory,Saint Louis University,Cyber Security,Withdraw,8/1/2024,28,95,August,Monday,14,2023,1996,Summer
1/9/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,8/1/2024,24,95,September,Friday,1,2023,2000,Fall
15/12/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,8/1/2024,22,95,December,Friday,15,2023,2002,Winter
11/11/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Health Data Science,Team Allocated,8/1/2024,25,95,November,Saturday,11,2023,1999,Fall
19/12/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Health Data Science,Team Allocated,8/1/2024,26,95,December,Tuesday,19,2023,1998,Winter
5/1/2023,Health Care Management,Internship,12/4/2024,Female,Nigeria,Other,Other,Rejected,5/1/2023,23,0,January,Thursday,5,2023,2001,Winter
31/12/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,31/12/2023,25,0,December,Sunday,31,2023,1999,Winter
13/9/2023,Health Care Management,Internship,12/4/2024,Male,India,Saint Louis University,Health Data Science,Team Allocated,8/1/2024,24,95,September,Wednesday,13,2023,2000,Fall
17/8/2023,Health Care Management,Internship,12/4/2024,Male,Ethiopia,Other,Cyber Security,Team Allocated,8/1/2024,24,95,August,Thursday,17,2023,2000,Summer
2/8/2023,Health Care Management,Internship,12/4/2024,Male,United States,Other,Other,Team Allocated,8/1/2024,16,95,August,Wednesday,2,2023,2008,Summer
12/8/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Pharmacy And Pharmacology,Team Allocated,8/1/2024,22,95,August,Saturday,12,2023,2002,Summer
9/9/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,9/9/2023,27,0,September,Saturday,9,2023,1997,Fall
23/6/2023,Health Care Management,Internship,12/4/2024,Male,India,Saint Louis University,Business Analytics,Team Allocated,8/1/2024,25,95,June,Friday,23,2023,1999,Summer
22/7/2023,Health Care Management,Internship,12/4/2024,Female,Nigeria,Other,Other,Team Allocated,8/1/2024,26,95,July,Saturday,22,2023,1998,Summer
21/8/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Artificial Intelligence And Data Science,Team Allocated,8/1/2024,21,95,August,Monday,21,2023,2003,Summer
11/7/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Public Health,Team Allocated,8/1/2024,24,95,July,Tuesday,11,2023,2000,Summer
31/8/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Data Analytics,Rejected,31/8/2023,23,0,August,Thursday,31,2023,2001,Summer
15/2/2024,Health Care Management,Internship,12/4/2024,Female,"Iran, Islamic Republic Of Persian Gulf",Other,International Business Management,Rejected,15/2/2024,33,0,February,Thursday,15,2024,1992,Winter
1/12/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Health Data Science,Team Allocated,8/1/2024,25,95,December,Friday,1,2023,1999,Winter
27/6/2023,Health Care Management,Internship,12/4/2024,Male,United States,Osmania University,Computer Science,Rejected,27/6/2023,22,0,June,Tuesday,27,2023,2002,Summer
25/11/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,25/11/2023,25,0,November,Saturday,25,2023,1999,Fall
25/7/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Computer Science And Information Systems,Rejected,25/7/2023,25,0,July,Tuesday,25,2023,1999,Summer
23/8/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,8/1/2024,23,95,August,Wednesday,23,2023,2001,Summer
1/6/2023,Health Care Management,Internship,12/4/2024,Male,India,Other,Civil Engineering,Team Allocated,8/1/2024,24,95,June,Thursday,1,2023,2000,Summer
3/8/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Health Data Science,Team Allocated,8/1/2024,27,95,August,Thursday,3,2023,1997,Summer
22/9/2023,Health Care Management,Internship,12/4/2024,Male,"Virgin Islands, U.S.",Webster University,Computer Information Systems,Team Allocated,8/1/2024,26,95,September,Friday,22,2023,1998,Fall
25/11/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Science,Withdraw,8/1/2024,24,95,November,Saturday,25,2023,2000,Fall
17/12/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Epidemiology,Team Allocated,8/1/2024,26,95,December,Sunday,17,2023,1998,Winter
24/12/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Computer Information Systems,Rejected,24/12/2023,25,0,December,Sunday,24,2023,1999,Winter
10/11/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,8/1/2024,23,95,November,Friday,10,2023,2001,Fall
5/9/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,8/1/2024,23,95,September,Tuesday,5,2023,2001,Fall
21/7/2023,Health Care Management,Internship,12/4/2024,Female,India,Other,Other,Team Allocated,8/1/2024,23,95,July,Friday,21,2023,2001,Summer
23/8/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Information Systems,Team Allocated,8/1/2024,24,95,August,Wednesday,23,2023,2000,Summer
9/2/2024,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Cyber Security,Rejected,9/2/2024,26,0,February,Friday,9,2024,1998,Winter
21/7/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Computer Science,Team Allocated,8/1/2024,25,95,July,Friday,21,2023,1999,Summer
9/7/2023,Health Care Management,Internship,12/4/2024,Male,Ghana,Other,Information Technology,Team Allocated,8/1/2024,26,95,July,Sunday,9,2023,1998,Summer
13/8/2023,Health Care Management,Internship,12/4/2024,Female,Pakistan,Other,Other,Team Allocated,8/1/2024,25,95,August,Sunday,13,2023,1999,Summer
29/2/2024,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,29/2/2024,22,0,February,Thursday,29,2024,2002,Winter
14/12/2023,Health Care Management,Internship,12/4/2024,Female,Ghana,University Of Ghana,Other,Team Allocated,8/1/2024,24,95,December,Thursday,14,2023,2000,Winter
15/9/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Computer Science,Rejected,15/9/2023,24,0,September,Friday,15,2023,2000,Fall
11/11/2023,Health Care Management,Internship,12/4/2024,Male,United States,Other,Other,Rejected,11/11/2023,26,0,November,Saturday,11,2023,1998,Fall
25/6/2023,Health Care Management,Internship,12/4/2024,Male,Nigeria,Other,Psychology,Team Allocated,8/1/2024,20,95,June,Sunday,25,2023,2004,Summer
29/12/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,29/12/2023,29,0,December,Friday,29,2023,1995,Winter
24/1/2024,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Health Data Science,Rejected,24/1/2024,38,0,January,Wednesday,24,2024,1986,Winter
25/6/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Science,Rejected,25/6/2023,22,0,June,Sunday,25,2023,2002,Summer
29/2/2024,Health Care Management,Internship,12/4/2024,Male,India,Saint Louis University,Information Systems,Rejected,29/2/2024,24,0,February,Thursday,29,2024,2000,Winter
9/2/2024,Health Care Management,Internship,12/4/2024,Male,Ghana,Saint Louis University,Supply Chain Management,Rejected,9/2/2024,44,0,February,Friday,9,2024,1980,Winter
31/8/2023,Health Care Management,Internship,12/4/2024,Female,Nigeria,University Of Ibadan,Other,Team Allocated,8/1/2024,26,95,August,Thursday,31,2023,1998,Summer
27/5/2023,Health Care Management,Internship,12/4/2024,Female,India,Saint Louis University,Computer Science,Team Allocated,8/1/2024,24,95,May,Saturday,27,2023,2000,Spring
19/8/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Health Data Science,Rejected,19/8/2023,25,0,August,Saturday,19,2023,1999,Summer
5/8/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,5/8/2023,26,0,August,Saturday,5,2023,1998,Summer
25/9/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,25/9/2023,24,0,September,Monday,25,2023,2000,Fall
21/8/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Bioinformatics,Team Allocated,8/1/2024,23,95,August,Monday,21,2023,2001,Summer
9/9/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Computer Information Systems,Team Allocated,8/1/2024,23,95,September,Saturday,9,2023,2001,Fall
7/2/2024,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Information Systems,Rejected,7/2/2024,25,0,February,Wednesday,7,2024,1999,Winter
11/8/2023,Health Care Management,Internship,12/4/2024,Male,Bangladesh,Other,Electrical And Electronic Engineering,Team Allocated,8/1/2024,26,95,August,Friday,11,2023,1998,Summer
30/6/2023,Health Care Management,Internship,12/4/2024,Male,Ghana,Other,Business Analytics,Team Allocated,8/1/2024,36,95,June,Friday,30,2023,1988,Summer
27/5/2023,Health Care Management,Internship,12/4/2024,Female,India,Saint Louis University,Computer Science,Team Allocated,8/1/2024,23,95,May,Saturday,27,2023,2001,Spring
22/1/2024,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Data Science,Rejected,22/1/2024,32,0,January,Monday,22,2024,1992,Winter
1/1/2024,Health Care Management,Internship,12/4/2024,Female,India,Saint Louis University,Health Data Science,Rejected,1/1/2024,26,0,January,Monday,1,2024,1998,Winter
2/9/2023,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,2/9/2023,24,0,September,Saturday,2,2023,2000,Fall
3/9/2023,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Computer Science,Team Allocated,8/1/2024,23,95,September,Sunday,3,2023,2001,Fall
18/7/2023,Health Care Management,Internship,12/4/2024,Female,Nigeria,Other,Psychology,Team Allocated,8/1/2024,20,95,July,Tuesday,18,2023,2004,Summer
5/10/2023,Health Care Management,Internship,12/4/2024,Female,Egypt,Other,Medicine,Team Allocated,8/1/2024,18,95,October,Thursday,5,2023,2006,Fall
26/6/2023,Health Care Management,Internship,12/4/2024,Female,Nigeria,University Of Ilorin,Chemistry,Team Allocated,8/1/2024,23,95,June,Monday,26,2023,2001,Summer
10/2/2024,Health Care Management,Internship,12/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,10/2/2024,24,0,February,Saturday,10,2024,2000,Winter
2/4/2024,Health Care Management,Internship,12/4/2024,Female,United States,Saint Louis University,Computer Science,Rejected,2/4/2024,24,0,April,Tuesday,2,2024,2000,Spring
